blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""517308105004""","""Richmond, VA""",1.00,700.00,397.00,242.76,27,33,30,11,13,11,17,20,18,4.97,8.13,1.59,2,2,14131,13960,14177,2,2,2,11593,11123,11473,9532,9087,9406,2061,2036,2068,0,0,0,0,0,0,7.0,5.7,3.30,1.64,10782,51,8843,80,8,213,785,600,1235,,66,34
"""510131018031""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,878.00,323.00,49.94,43,53,69,31,39,51,12,14,17,4.16,26.92,1.49,1,1,9881,9825,9581,24,24,25,12140,11870,10958,9321,9039,8123,1442,1433,1397,1378,1397,1438,654,663,683,8.2,9.7,5.72,6.47,82499,78,162161,62,3,388,498,2679,3735,1350,56,44
"""510179201004""",,1.00,996.00,345.00,50202.32,51,61,42,19,24,15,32,37,27,10.81,0.07,2.03,2,2,25364,24910,27191,0,0,0,15839,14694,16919,12134,11054,12946,3699,3634,3965,6,6,7,8,8,9,0.5,1.4,1.02,0.01,1544,76,1560,86,330,5,4769,794,875,579,85,15
"""510179201002""",,1.00,1269.00,547.00,182142.19,59,71,49,25,31,20,34,40,29,11.99,0.04,2.17,2,2,28411,28058,30275,0,0,0,17133,15923,18315,12983,11823,13892,4143,4093,4415,7,7,8,9,8,10,0.0,1.2,0.04,0.00,1709,93,1526,86,515,4,5339,1029,1066,,98,2
"""510179201001""",,1.00,568.00,228.00,64986.62,35,41,29,0,0,0,35,41,29,12.72,0.04,2.18,2,2,28802,28365,30587,0,0,0,17260,16131,18283,13054,11987,13815,4200,4138,4461,6,5,7,7,7,8,0.1,1.2,0.08,0.00,1472,93,1561,86,464,4,4779,0,,,91,9
"""516839104011""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1662.00,699.00,223.51,32,39,50,19,23,31,13,16,19,6.25,19.56,1.69,2,2,15881,15735,15294,6,6,6,13454,13162,12160,10622,10346,9413,2317,2296,2230,515,520,517,83,84,83,8.4,7.3,4.91,3.13,20637,17,32294,78,10,206,871,1618,1714,1540,47,53
"""510919701002""",,1.00,800.00,386.00,25192.12,58,69,47,26,32,20,32,37,27,9.89,0.15,2.02,2,2,23379,23007,26196,0,0,0,15499,14401,17087,12084,11039,13260,3409,3356,3820,6,5,7,7,7,8,0.8,1.2,0.28,0.02,1587,86,1629,86,175,10,2718,1044,1116,579,91,9
"""510090105042""","""Lynchburg, VA""",1.00,739.00,396.00,332.20,37,44,32,14,18,12,23,26,20,6.80,8.11,1.63,2,2,17418,17380,17820,1,1,1,12323,11384,12782,9781,8846,10181,2540,2535,2599,3,3,3,10,10,10,4.7,4.8,1.33,1.19,5716,64,8201,81,21,139,1003,632,568,698,55,45
"""517209601002""","""Big Stone Gap, VA""",1.00,1436.00,582.00,1093.41,55,67,37,24,30,14,32,38,22,7.23,3.85,1.68,2,2,17119,16379,19009,0,0,0,12026,11500,13885,9521,9103,11105,2497,2389,2772,7,7,7,9,9,9,4.2,3.0,1.91,0.53,2824,71,4218,83,21,107,1142,755,790,703,66,34
"""517209601003""","""Big Stone Gap, VA""",1.00,838.00,410.00,205.97,46,56,31,21,27,13,25,30,18,4.02,8.01,1.35,1,2,13070,12262,14999,0,0,0,9569,9069,11176,7655,7272,8982,1907,1789,2187,7,8,6,9,10,8,8.5,3.1,10.89,1.99,2880,22,4188,83,5,287,626,680,917,602,38,62
"""517209601001""","""Big Stone Gap, VA""",1.00,1168.00,415.00,1258.87,65,79,42,33,41,20,32,38,22,7.22,2.38,1.69,2,2,17477,16649,19495,0,0,0,12128,11635,13895,9572,9200,11045,2550,2429,2843,7,7,7,8,8,8,6.2,2.6,1.96,0.33,2551,52,3875,84,14,87,1104,1042,1519,426,65,35
"""511371101034""",,1.00,2584.00,909.00,1244.55,50,61,56,25,32,29,25,30,27,11.17,8.16,2.26,2,2,25738,25332,25592,1,1,1,17953,16898,17107,14186,13192,13362,3755,3694,3732,13,12,12,16,15,15,1.4,3.0,1.01,0.73,5623,100,3899,83,57,44,2214,1504,1554,,97,3
"""511371103003""",,1.00,1340.00,665.00,19677.70,49,60,55,25,31,28,25,29,27,10.03,0.34,2.20,2,2,25940,25354,25709,0,0,0,17584,16493,16726,13793,12790,12971,3784,3698,3749,6,6,6,8,8,8,1.0,1.1,0.13,0.03,2792,89,2999,86,123,13,2252,1466,1856,644,70,30
"""511498501001""","""Richmond, VA""",1.00,3482.00,7.00,1195.83,13,16,14,0,0,0,13,16,14,,,1.25,1,1,11199,10778,11168,0,0,0,9127,8705,9014,7488,7126,7379,1633,1572,1629,6,7,6,7,8,8,6.8,3.5,0.15,0.01,7210,29,8143,83,29,40,1548,0,,,0,100
"""515958901001""",,1.00,972.00,365.00,1536.09,81,97,39,40,49,17,42,47,22,6.74,1.60,1.59,2,2,15641,14494,18948,0,0,0,11285,10210,13927,8997,8038,11158,2282,2166,2763,7,7,6,8,8,7,3.2,2.6,2.93,0.24,2730,89,4731,84,19,81,987,893,1082,748,52,48
"""515958902002""",,1.00,297.00,165.00,328.39,69,82,34,30,37,13,40,45,21,5.60,2.81,1.52,1,2,14209,13014,17665,0,0,0,10732,9696,13266,8653,7744,10685,2073,1944,2576,7,7,6,8,9,7,5.8,2.2,1.62,0.50,3219,75,4510,85,6,193,647,672,667,676,53,47
"""515958901003""",,1.00,1239.00,396.00,528.07,85,101,41,42,53,18,42,48,22,6.77,5.07,1.61,2,2,15804,14571,19350,0,0,0,11467,10388,14102,9155,8205,11274,2306,2177,2822,6,7,6,8,8,7,4.2,1.9,1.39,0.75,3022,82,3697,85,13,105,970,956,968,945,56,44
"""515958902004""",,1.00,671.00,245.00,944.62,70,83,34,39,48,17,31,34,18,3.33,0.86,1.21,1,2,10802,9878,13560,0,0,0,8451,7466,11013,6867,5980,9029,1576,1476,1978,8,10,6,11,12,7,7.2,2.5,0.93,0.26,2799,42,4757,84,10,141,859,873,1925,353,39,61
"""515958902001""",,1.00,1163.00,458.00,254.76,55,64,27,24,30,10,31,35,17,4.36,7.84,1.21,1,1,10991,9875,14314,0,0,0,8450,7508,10837,6839,6024,8745,1603,1475,2087,7,9,5,9,11,6,8.1,2.5,5.25,1.80,3136,33,5065,84,6,246,677,535,,595,16,84
"""515958902003""",,1.00,620.00,222.00,306.96,101,122,48,54,67,23,47,54,25,8.98,6.50,1.80,2,2,17878,16750,21087,0,0,0,12851,11731,15549,10236,9223,12467,2608,2503,3075,6,6,7,8,7,8,3.4,1.6,1.93,0.72,2944,98,3358,85,12,144,828,1216,1357,,90,10
"""515800602002""",,1.00,1351.00,627.00,1115.05,53,65,37,22,27,14,32,38,23,8.19,4.60,1.77,2,2,19921,19811,20946,1,1,1,12938,12478,14734,10021,9577,11668,2906,2890,3055,11,11,11,13,13,14,3.3,3.3,1.33,0.56,3100,94,4423,83,14,73,1231,733,766,603,85,15
"""515800601004""",,1.00,612.00,254.00,206.47,52,63,36,22,27,14,30,36,22,7.92,9.75,1.67,2,2,18379,18132,19502,0,0,0,12193,11763,13839,9503,9109,10986,2681,2645,2844,9,9,8,11,11,11,4.5,3.4,3.04,1.23,3456,100,5035,83,5,274,656,733,817,628,56,44
"""515800601001""",,1.00,831.00,343.00,460.39,52,63,36,22,27,14,30,36,22,7.70,5.73,1.68,2,2,18226,18094,19295,0,0,0,12187,11717,13971,9521,9070,11150,2659,2640,2814,7,8,7,9,9,9,4.1,2.4,3.24,0.75,2509,100,4285,84,7,157,824,730,794,538,79,21
"""515800602001""",,1.00,489.00,198.00,237.36,44,54,31,19,24,12,25,30,19,5.78,4.82,1.44,1,2,14682,14531,15682,1,1,0,10326,9845,12001,8174,7714,9704,2142,2120,2287,10,11,10,13,14,12,7.0,3.1,3.48,0.83,3316,69,4987,83,3,261,558,643,645,639,77,23
"""515800601003""",,1.00,345.00,149.00,120.64,55,67,38,26,32,17,29,35,22,7.57,9.35,1.63,2,2,17812,17699,18766,1,1,1,11839,11395,13543,9230,8802,10795,2598,2582,2737,11,11,11,13,13,14,6.0,3.3,3.24,1.24,3453,86,5091,83,3,446,508,874,917,,97,3
"""515800602003""",,1.00,792.00,288.00,542.75,61,75,42,25,31,16,37,45,26,10.44,5.54,2.02,2,2,23414,23280,24467,0,0,0,14873,14547,16508,11450,11144,12932,3416,3396,3568,7,7,8,9,9,10,2.9,2.7,2.03,0.53,2486,97,3315,84,16,64,1301,832,884,,94,6
"""515800601002""",,1.00,1178.00,525.00,817.30,53,64,37,22,27,14,31,37,22,8.39,5.39,1.67,2,2,20137,20167,20969,0,0,0,12432,12006,14088,9485,9054,11020,2938,2942,3058,9,9,10,12,12,12,5.6,3.1,2.58,0.64,3106,56,5018,83,17,106,762,744,840,593,72,28
"""510210401001""","""Bluefield, WV-VA""",1.00,1388.00,471.00,43431.26,64,78,45,26,33,17,37,45,28,11.92,0.13,2.08,2,2,25956,25321,27853,0,0,0,15618,15066,17597,11826,11367,13528,3786,3694,4062,6,6,7,8,7,9,0.9,0.8,0.11,0.01,1916,74,1670,87,250,9,3600,913,1034,,91,9
"""510210401003""","""Bluefield, WV-VA""",1.00,1677.00,396.00,46714.37,58,71,42,25,31,16,34,40,26,8.49,0.07,1.92,2,2,21372,20787,23291,0,0,0,14007,13334,16182,10882,10295,12778,3118,3032,3397,7,7,7,9,9,9,0.9,1.1,0.19,0.01,1799,85,2028,86,165,10,3174,859,918,571,87,13
"""510210401002""","""Bluefield, WV-VA""",1.00,887.00,397.00,26359.87,61,75,44,26,33,17,35,42,26,10.06,0.15,1.95,2,2,23963,23175,26078,0,0,0,14572,13987,16531,11071,10601,12722,3496,3381,3803,5,5,6,7,6,7,1.4,0.5,0.15,0.02,1799,63,2160,87,231,11,3304,907,1000,738,73,27
"""510210402002""","""Bluefield, WV-VA""",1.00,572.00,244.00,32116.83,56,69,41,22,27,14,35,42,26,9.71,0.07,1.95,2,2,23526,23067,25206,0,0,0,14527,13927,16563,11087,10554,12878,3432,3365,3676,8,8,9,11,10,12,1.1,2.0,0.06,0.01,2042,70,2150,85,245,9,3518,750,828,,94,6
"""510210402003""","""Bluefield, WV-VA""",1.00,766.00,339.00,50679.60,65,79,46,27,34,18,38,46,28,10.99,0.07,2.10,2,2,26633,26039,28531,0,0,0,15810,15229,17866,11918,11424,13698,3885,3799,4161,6,6,7,8,7,9,0.6,0.8,0.06,0.01,1681,76,1435,87,302,8,3624,932,1033,,95,5
"""515309306006""",,1.00,1516.00,668.00,236.89,64,78,36,29,36,15,35,42,22,6.65,18.76,1.57,1,2,16439,15702,18617,0,0,0,11338,10811,13561,8931,8511,10838,2398,2291,2715,9,9,8,11,12,10,6.0,1.3,2.72,2.82,3319,92,3039,86,3,298,465,777,782,763,73,27
"""515309306001""",,1.00,1354.00,512.00,485.68,71,86,40,35,44,18,35,42,22,7.16,7.55,1.57,1,2,17631,16997,19595,0,0,0,11503,10997,13651,8922,8508,10785,2572,2479,2858,9,10,9,12,12,11,7.0,1.3,2.69,1.05,3293,62,4014,86,4,294,593,949,997,865,71,29
"""515309306003""",,1.00,257.00,134.00,949.21,83,101,46,45,57,23,37,44,23,,,1.65,2,2,18431,17918,20167,0,0,0,12069,11553,14317,9371,8930,11366,2689,2614,2941,9,9,9,12,12,12,5.7,1.5,2.82,0.14,3143,75,3594,86,7,153,659,1228,1697,,85,15
"""515309306005""",,1.00,1125.00,361.00,390.44,71,86,40,33,41,17,38,45,23,8.29,7.66,1.68,2,2,18274,17701,20130,0,0,0,12185,11660,14482,9511,9068,11538,2666,2582,2936,9,9,9,11,11,11,4.5,1.2,2.09,0.92,3512,99,3718,86,5,205,522,894,1161,,81,19
"""515309306004""",,1.00,1517.00,584.00,1351.78,79,96,44,40,50,21,38,46,24,8.56,3.70,1.72,2,2,18759,18049,20942,0,0,0,12489,11955,14809,9745,9313,11747,2737,2633,3054,8,8,8,10,10,9,3.4,1.2,1.94,0.43,2769,99,2618,86,11,96,812,1089,1201,886,65,35
"""516400701013""",,1.00,632.00,195.00,211.03,55,67,33,26,32,14,30,35,19,5.14,4.75,1.41,1,2,13092,12776,14517,1,1,1,9926,9360,12221,8002,7480,10092,1910,1864,2117,14,16,13,18,19,16,4.7,3.4,2.45,0.92,3569,91,4815,83,6,234,656,723,729,708,78,22
"""516400701022""",,1.00,1234.00,478.00,1585.17,43,53,27,10,12,5,34,41,21,7.47,2.25,1.54,1,2,18005,17686,19492,1,1,1,11398,10911,13473,8760,8319,10619,2627,2580,2843,11,12,12,14,14,14,6.4,3.0,1.34,0.30,2992,36,5599,83,28,66,1337,266,,606,66,34
"""516400701011""",,1.00,1322.00,467.00,1067.24,72,88,42,33,41,18,39,47,24,9.37,4.10,1.76,2,2,21206,21079,22402,0,0,0,13073,12603,15300,9971,9519,12023,3094,3075,3267,8,8,9,11,10,11,2.7,2.6,0.56,0.44,2869,86,3696,84,30,88,1388,919,966,764,82,18
"""516400701016""",,1.00,774.00,304.00,605.74,99,122,56,60,74,32,40,48,25,9.18,4.61,1.81,2,2,20915,20807,22035,0,0,1,13317,12871,15503,10256,9826,12278,3051,3035,3213,10,9,11,12,12,14,3.4,2.9,0.84,0.50,2889,75,5413,84,28,71,1421,1665,1699,,98,2
"""516400701014""",,1.00,448.00,226.00,595.28,55,67,33,23,29,12,32,38,21,5.95,2.26,1.50,1,2,14989,14723,16377,1,1,1,10695,10127,13041,8494,7965,10641,2187,2148,2388,13,14,12,17,17,15,3.8,3.3,2.26,0.38,3221,88,5053,83,13,115,900,648,687,548,79,21
"""516400701015""",,1.00,291.00,170.00,222.41,49,60,29,16,19,8,34,41,21,6.82,5.21,1.54,1,2,17491,17011,19175,1,1,1,11313,10879,13190,8748,8385,10381,2552,2482,2796,13,13,13,16,16,16,7.7,3.6,2.47,0.76,3364,30,6381,83,12,181,817,434,,539,56,44
"""516400701012""",,1.00,726.00,265.00,219.29,66,81,38,34,42,18,32,39,20,7.32,8.84,1.50,1,2,15996,15352,17989,1,1,1,10832,10372,12763,8487,8120,10129,2334,2240,2623,12,12,11,14,15,13,7.6,3.2,3.75,1.21,3312,53,4128,83,3,362,433,945,1366,570,52,48
"""516400701021""",,1.00,1090.00,558.00,763.90,64,78,38,29,36,15,35,42,23,7.03,5.13,1.64,2,2,17706,17351,19287,1,1,1,11912,11368,14258,9317,8825,11433,2583,2531,2813,12,12,12,15,15,15,2.7,3.1,0.89,0.73,3181,98,3652,83,19,106,1135,809,881,573,78,22
"""511818602002""",,1.00,1100.00,437.00,27008.75,51,62,48,23,29,21,28,33,27,10.97,0.18,2.13,2,2,25543,25042,26495,0,0,0,16471,15386,16950,12745,11732,13086,3725,3653,3864,1,0,1,2,2,2,0.6,1.9,0.16,0.02,2301,90,2135,85,171,12,3220,1111,1169,926,80,20
"""511818601001""",,1.00,1177.00,481.00,21862.24,58,70,54,31,38,28,27,32,26,9.98,0.22,2.06,2,2,23690,23431,24533,1,1,1,15806,14739,16292,12350,11320,12713,3455,3418,3578,1,1,1,3,3,3,1.5,2.6,0.20,0.02,2935,73,4282,84,140,19,3638,1485,1564,985,90,10
"""511818601002""",,1.00,1117.00,496.00,22347.74,50,60,47,24,30,22,26,30,25,9.68,0.21,1.93,2,2,23728,23569,24610,1,1,1,15026,13984,15513,11565,10545,11923,3460,3438,3589,1,1,1,3,3,3,1.6,2.6,0.52,0.02,2605,63,2526,84,194,13,3565,1171,1635,384,75,25
"""511818602001""",,1.00,811.00,376.00,29492.15,53,64,50,26,32,24,27,32,26,9.98,0.13,2.03,2,2,24611,24328,25470,1,1,1,15712,14685,16166,12122,11135,12451,3589,3549,3714,1,1,1,3,3,3,1.1,2.6,0.07,0.01,2668,77,3146,84,182,12,3079,1248,1336,1000,76,24
"""511818602004""",,1.00,839.00,369.00,49247.47,48,58,45,20,25,18,28,33,27,10.60,0.08,2.09,2,2,25648,25122,26645,0,0,0,16249,15152,16744,12508,11487,12857,3740,3665,3886,0,0,1,2,2,2,0.5,1.6,0.04,0.01,2261,86,2203,85,229,10,3646,968,1065,783,74,26
"""511818602003""",,1.00,840.00,286.00,15870.00,58,70,54,29,36,27,28,33,27,11.70,0.21,2.13,2,2,25642,25175,26553,1,1,1,16503,15447,16956,12763,11773,13083,3740,3673,3872,1,1,1,3,3,3,1.0,1.9,0.10,0.02,2187,81,2268,85,171,14,3138,1403,1526,1018,80,20
"""510366001002""","""Richmond, VA""",1.00,1029.00,473.00,15336.21,46,56,50,22,27,24,24,29,26,9.26,0.29,2.14,2,2,23902,23451,23900,0,0,0,16270,15783,16160,12775,12354,12665,3486,3420,3485,9,9,9,11,11,11,1.4,1.9,0.14,0.03,3346,77,3856,85,126,18,3306,1248,1424,489,83,17
"""510366002002""","""Richmond, VA""",1.00,1080.00,401.00,15251.40,45,55,49,20,25,22,25,30,27,11.15,0.29,2.21,2,2,26742,26316,26755,0,0,0,17140,16696,17044,13232,12849,13134,3900,3838,3902,9,8,9,11,11,11,0.6,2.0,0.07,0.03,2830,81,3019,85,246,16,3852,1137,1207,814,85,15
"""511850203007""","""Bluefield, WV-VA""",1.00,926.00,376.00,3129.79,54,66,39,23,29,16,31,37,24,8.72,1.05,1.74,2,2,20316,20444,21211,0,0,0,12867,12280,14837,9902,9296,11742,2964,2982,3093,2,2,2,30,32,31,2.9,1.0,0.86,0.12,2140,62,1837,86,70,47,1799,816,1009,,84,16
"""511710401004""",,1.00,795.00,400.00,6670.17,49,58,45,22,27,20,27,31,25,8.74,0.52,2.00,2,2,22870,22349,23609,0,0,0,15281,14165,15713,11938,10896,12261,3335,3260,3443,8,8,8,10,10,10,1.5,2.0,0.11,0.06,2919,76,2669,85,131,14,2987,1042,1132,765,76,25
"""511990503052""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,2176.00,758.00,1491.84,57,71,61,36,45,38,21,26,22,8.75,4.45,1.86,2,2,19639,19286,19698,1,1,1,14017,13688,13998,11113,10836,11085,2864,2813,2873,39,39,40,134,134,138,3.1,6.8,1.07,0.51,12590,66,15374,79,48,44,1943,2005,2239,1688,59,41
"""510950802021""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,3265.00,1115.00,974.84,48,59,51,26,32,28,22,26,23,8.55,9.77,1.94,2,2,19435,19279,19547,2,2,2,14487,14089,14463,11608,11232,11567,2834,2812,2851,44,45,45,151,152,153,3.7,5.8,1.60,1.14,8359,82,9781,80,18,125,1117,1443,1470,1334,81,19
"""511650115003""","""Harrisonburg, VA""",1.00,1450.00,226.00,319.58,49,58,44,25,31,22,24,28,22,,,1.84,2,2,17251,16834,17446,1,1,1,13525,12471,13762,11009,10014,11217,2516,2456,2544,1,1,1,6,6,6,4.0,2.6,1.78,0.71,4390,100,7388,84,7,149,847,1159,1255,785,84,16
"""511210207001""","""Blacksburg-Christiansburg, VA""",1.00,1400.00,540.00,293.83,45,54,40,24,30,21,21,24,19,5.45,10.02,1.60,2,2,12857,12190,13524,5,5,5,11475,10513,11905,9599,8734,9932,1875,1778,1972,1,1,1,1,1,1,8.0,4.4,4.88,1.84,8790,39,18732,82,5,296,556,1117,1453,998,45,55
"""510853201001""","""Richmond, VA""",1.00,406.00,233.00,13055.33,24,29,25,0,0,0,24,29,25,8.63,0.15,2.11,2,2,23899,24079,24129,0,0,0,16106,15681,16020,12621,12169,12501,3485,3511,3519,0,0,0,0,0,0,1.7,2.1,0.14,0.02,2977,87,5886,85,64,18,2206,0,,,87,13
"""510450501001""","""Roanoke, VA""",1.00,1541.00,655.00,96067.62,49,59,45,20,25,18,30,34,28,11.19,0.08,2.14,2,2,26747,26264,27879,0,0,0,16718,15599,17300,12811,11762,13227,3901,3831,4066,7,6,7,8,8,9,0.8,1.2,0.35,0.01,2041,71,1892,86,280,6,3553,926,979,730,86,14
"""510366002001""","""Richmond, VA""",1.00,1349.00,495.00,11944.40,46,57,50,21,26,23,25,31,28,11.21,0.46,2.26,2,2,26477,26055,26486,0,0,0,17397,16957,17303,13527,13149,13432,3861,3800,3862,9,8,9,11,11,11,0.8,1.9,0.16,0.04,2944,84,3118,85,168,20,2883,1191,1217,936,92,8
"""510366003001""","""Richmond, VA""",1.00,870.00,415.00,18733.83,45,56,49,21,26,23,25,30,27,9.90,0.22,2.19,2,2,25752,25351,25782,0,0,0,16878,16395,16773,13114,12690,13004,3755,3697,3760,9,9,9,11,11,11,0.6,2.1,0.11,0.02,2598,84,2911,85,220,13,3885,1185,1218,1011,88,12
"""510366003002""","""Richmond, VA""",1.00,1068.00,415.00,40692.92,50,62,54,25,31,27,25,31,27,11.15,0.11,2.23,2,2,26874,26352,26853,0,0,0,17255,16796,17153,13328,12946,13230,3919,3843,3916,7,7,7,9,9,9,0.9,1.0,0.12,0.01,2627,77,2693,86,209,9,4959,1425,1660,642,81,19
"""510979504002""","""Richmond, VA""",1.00,1728.00,593.00,53805.32,47,58,51,20,25,22,26,32,29,12.58,0.14,2.32,2,2,28821,28308,28789,0,0,0,18104,17747,18032,13895,13613,13827,4203,4128,4198,7,6,7,8,8,8,0.4,1.5,0.09,0.01,2476,89,2802,86,224,5,3419,1157,999,1778,83,17
"""510979504001""","""Richmond, VA""",1.00,2536.00,1019.00,81772.64,48,59,52,23,28,25,25,31,27,10.67,0.13,2.25,2,2,26013,25601,26047,0,0,0,17259,16735,17145,13456,12992,13336,3794,3733,3799,10,9,10,12,12,12,0.6,1.4,0.09,0.01,3116,82,2726,86,220,10,3305,1298,1318,1079,93,7
"""510979505002""","""Richmond, VA""",1.00,782.00,370.00,18201.68,42,52,46,18,23,20,24,29,26,9.64,0.20,2.13,2,2,24867,24447,24883,0,0,0,16389,15921,16284,12754,12347,12647,3626,3565,3629,8,8,8,11,10,11,1.3,2.3,0.16,0.02,2422,75,2415,85,158,14,2991,1048,1173,587,85,15
"""510979505003""","""Richmond, VA""",1.00,408.00,184.00,5532.28,42,52,46,19,24,21,23,28,25,9.35,0.31,2.10,2,2,23465,22985,23453,0,0,0,15992,15515,15884,12563,12156,12457,3422,3352,3420,7,7,7,9,9,9,1.2,2.3,0.20,0.03,2251,94,2564,85,88,18,3015,1081,1105,1042,77,23
"""516789305001""",,1.00,627.00,312.00,342.62,53,65,39,27,33,18,27,32,21,6.78,6.17,1.57,2,2,16195,16080,18017,1,1,1,11301,10891,13243,8928,8534,10604,2363,2346,2627,11,11,12,14,14,14,5.5,3.6,2.46,0.91,3466,71,6097,83,10,207,1025,949,1093,804,65,35
"""516789305004""",,1.00,1206.00,337.00,161.65,34,42,26,12,15,8,23,27,18,5.38,11.22,1.38,1,2,12588,12086,14783,0,0,0,9684,9244,11494,7839,7472,9329,1836,1763,2156,8,9,9,11,11,11,7.8,3.7,5.71,2.08,3772,44,6200,83,5,379,565,413,,892,59,41
"""511159514002""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,1104.00,547.00,8058.06,45,55,47,21,26,22,24,28,25,8.46,0.57,2.09,2,2,21984,21564,22104,0,0,0,15694,15184,15666,12479,12030,12434,3206,3145,3224,9,9,9,11,11,11,1.7,2.4,0.13,0.07,2514,90,2214,84,60,40,3363,1168,1176,1131,90,10
"""511159513004""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,1933.00,746.00,10909.21,51,63,55,26,32,28,26,31,27,10.80,0.74,2.22,2,2,25541,25108,25654,0,0,0,17030,16571,17011,13296,12901,13261,3725,3662,3741,9,8,9,11,11,11,1.2,2.2,0.18,0.07,2730,90,2195,85,92,28,2484,1441,1464,1091,96,4
"""511159514003""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,1340.00,601.00,11320.63,40,49,43,16,21,17,24,29,25,9.13,0.48,2.09,2,2,22871,22418,22975,0,0,0,15857,15378,15829,12513,12100,12470,3335,3269,3350,8,8,8,10,10,11,2.4,2.1,0.16,0.05,2617,73,2276,85,60,32,2543,913,889,1044,90,10
"""511159513002""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,1648.00,623.00,4432.71,47,57,50,24,30,25,23,28,24,8.70,1.22,2.04,2,2,21109,20678,21223,0,0,0,15287,14779,15258,12200,11755,12154,3078,3016,3095,8,8,9,11,11,11,1.9,2.5,0.21,0.14,2556,92,2244,84,47,50,2796,1327,1398,926,87,13
"""511159513001""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,353.00,210.00,1500.69,45,55,47,22,28,23,23,27,24,,,2.04,2,2,19928,19523,20046,0,0,0,15093,14577,15065,12179,11722,12133,2906,2847,2923,8,8,8,10,10,10,2.7,2.2,0.32,0.14,1998,88,1966,85,28,61,2792,1230,1230,,100,0
"""511159514001""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,1685.00,804.00,13031.17,44,54,47,22,27,23,23,27,24,8.37,0.52,1.99,2,2,22167,21717,22275,0,0,0,15155,14683,15125,11914,11508,11868,3233,3167,3248,8,8,8,10,10,11,2.1,2.7,0.15,0.06,2653,72,2879,84,86,24,2692,1197,1350,783,75,25
"""511590402001""",,1.00,2210.00,420.00,16650.38,52,62,42,23,28,18,29,33,24,9.24,0.23,1.87,2,2,21191,20752,22586,0,0,0,14295,13158,15277,11197,10123,11974,3090,3027,3294,8,8,9,10,11,11,0.7,2.7,0.12,0.03,2343,87,2391,84,175,15,3057,937,983,836,77,23
"""511590401003""",,1.00,1713.00,677.00,14560.25,53,63,43,25,31,19,28,32,24,8.06,0.37,1.84,2,2,20317,19847,21647,0,0,0,13971,12870,14885,11000,9966,11719,2963,2895,3157,8,8,9,11,11,11,2.1,2.5,0.23,0.05,2627,64,3123,84,120,13,3053,1012,1075,847,77,23
"""511590401004""",,1.00,1176.00,401.00,25769.48,56,66,45,23,29,18,32,37,27,,,2.06,2,2,24954,24509,26367,0,0,0,15999,14822,16985,12353,11239,13131,3639,3575,3845,8,7,8,9,9,11,0.2,2.0,0.04,0.02,2236,94,2233,85,255,10,4539,959,1229,,88,12
"""511590401002""",,1.00,1662.00,723.00,19092.34,52,62,42,25,31,20,27,31,22,8.15,0.31,1.71,2,2,20750,20155,22117,0,0,0,13269,12275,14037,10235,9328,10804,3026,2940,3225,7,7,8,9,9,9,2.1,3.0,0.42,0.04,2763,56,3504,84,162,12,3161,1030,1356,763,48,52
"""511590402002""",,1.00,1090.00,434.00,19354.30,68,83,55,35,44,28,33,39,28,11.69,0.26,2.09,2,2,27095,26734,28400,0,0,0,16465,15372,17317,12506,11464,13166,3951,3900,4142,8,7,9,10,9,11,0.1,2.3,0.05,0.02,2259,83,2532,84,472,9,5506,1444,1421,1593,90,10
"""511838702021""","""Richmond, VA""",1.00,1010.00,0.00,359.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,0.00,0.00,,,,,,,1944,,,,,
