blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""510270102003""",,1.00,524.00,245.00,10497.59,83,101,47,43,54,22,40,47,25,7.34,0.17,1.76,2,2,19095,18292,21528,0,0,0,12792,12024,15725,10007,9355,12585,2786,2668,3139,0,0,0,3,3,3,1.7,0.6,0.18,0.02,1623,76,1650,87,114,16,2454,1152,1274,485,88,12
"""510270101002""",,1.00,762.00,326.00,9516.50,48,58,28,6,7,3,42,51,26,8.91,0.31,1.73,2,2,25498,25841,25625,0,0,0,13520,12932,16038,9801,9162,12301,3720,3770,3737,0,0,0,3,3,4,2.0,1.2,0.08,0.03,1687,54,1666,86,202,15,3548,153,,615,85,15
"""510270105001""",,1.00,1012.00,448.00,20659.62,66,80,38,24,30,12,42,50,26,9.19,0.20,1.82,2,2,21845,20939,24464,0,0,0,13534,12833,16279,10347,9778,12711,3187,3055,3568,0,0,0,2,2,3,2.0,0.6,0.24,0.02,1776,61,1314,87,160,17,2702,639,789,,84,16
"""510270106003""",,1.00,1022.00,466.00,14319.90,85,104,47,41,51,21,44,52,26,9.80,0.32,1.84,2,2,23940,23723,25020,0,0,0,13927,13357,16375,10435,9896,12726,3492,3461,3649,0,0,0,3,3,3,3.1,0.5,0.37,0.03,1829,66,2017,87,50,29,1805,1096,1172,531,92,8
"""510270102002""",,1.00,856.00,317.00,22503.52,80,98,44,34,42,17,46,55,27,12.93,0.18,1.81,2,2,29929,31051,28698,0,0,0,14646,14183,16974,10280,9653,12789,4366,4530,4185,0,0,0,2,2,3,1.7,0.6,0.09,0.01,1650,60,1316,87,206,8,3862,897,1106,,85,15
"""510270106001""",,1.00,671.00,233.00,12078.07,70,85,39,28,35,14,42,50,25,9.48,0.18,1.81,2,2,20967,19879,23893,0,0,0,13323,12729,15729,10264,9829,12244,3059,2900,3484,0,0,0,2,2,2,3.9,0.5,0.18,0.02,1613,43,1940,87,89,26,2898,748,831,631,71,29
"""510270103003""",,1.00,459.00,201.00,4063.39,53,64,31,9,11,4,44,53,27,10.19,0.50,1.90,2,2,23606,22635,26332,0,0,0,14206,13573,16789,10763,10271,12949,3444,3302,3840,0,0,0,2,2,2,1.9,0.5,0.23,0.05,1677,58,1459,87,203,29,3105,228,,935,82,18
"""510270103002""",,1.00,1082.00,466.00,15296.03,83,102,47,41,51,21,43,50,26,8.83,0.27,1.83,2,2,21873,20956,24515,0,0,0,13600,12884,16393,10409,9827,12818,3191,3057,3575,0,0,0,3,2,3,2.0,0.4,0.17,0.03,1881,60,1466,87,158,14,3523,1089,1261,514,86,14
"""510270104002""",,1.00,902.00,453.00,10763.41,69,84,39,32,40,16,37,44,23,8.03,0.34,1.55,1,2,20529,20381,21487,0,0,0,11784,11168,14213,8789,8195,11079,2995,2973,3134,0,0,0,4,4,4,3.7,1.5,0.60,0.04,1815,45,2718,86,87,16,2182,862,1106,672,63,38
"""518200034004""","""Staunton, VA""",1.00,653.00,356.00,121.20,44,53,40,23,28,21,21,24,20,5.89,17.29,1.61,2,2,15554,15193,16265,1,1,1,11878,10993,12330,9609,8776,9957,2268,2216,2372,1,1,1,7,7,7,7.5,4.3,4.55,2.94,8165,57,9323,82,3,333,645,1085,1238,781,68,32
"""518200034002""","""Staunton, VA""",1.00,1776.00,657.00,321.27,48,59,45,25,31,22,24,28,22,7.97,16.30,1.82,2,2,18260,18002,18932,1,1,1,13561,12646,14011,10897,10019,11249,2663,2626,2761,1,1,1,7,7,7,5.6,4.6,3.39,2.05,8512,86,8907,81,5,249,599,1178,1343,858,67,33
"""518200035001""","""Staunton, VA""",1.00,1637.00,652.00,343.88,46,55,42,23,29,21,23,26,21,7.23,13.71,1.74,2,2,16876,16642,17578,1,1,1,12875,11931,13378,10413,9502,10814,2461,2428,2563,1,1,1,8,8,8,5.0,4.5,2.55,1.90,8415,86,9316,82,7,173,740,1095,1323,553,71,29
"""518200035002""","""Staunton, VA""",1.00,1187.00,526.00,557.32,50,60,46,25,32,23,24,28,23,7.62,7.19,1.87,2,2,18194,17833,18973,1,1,1,13866,12879,14397,11212,10277,11629,2653,2601,2767,1,1,1,6,6,6,3.9,3.4,1.86,0.94,6298,96,6607,83,8,139,962,1203,1245,981,84,16
"""516708205004""","""Richmond, VA""",1.00,1268.00,523.00,209.01,39,48,42,19,24,21,20,24,22,7.44,18.61,1.83,2,2,18218,17973,18231,1,1,1,13655,13271,13567,10977,10628,10886,2657,2621,2659,21,22,22,27,27,27,5.9,4.6,3.63,2.50,10353,77,8881,81,6,227,704,1091,1141,1008,66,34
"""516708206004""","""Richmond, VA""",1.00,1126.00,568.00,273.04,26,32,28,10,12,11,16,20,18,5.45,11.34,1.51,1,1,15222,14970,15240,1,1,1,11269,10864,11164,9028,8659,8919,2220,2183,2222,21,23,22,26,28,27,7.8,4.4,2.81,2.08,9032,26,8177,82,14,194,893,550,894,334,39,61
"""516708204001""","""Richmond, VA""",1.00,1387.00,629.00,334.74,36,45,39,18,22,19,19,22,20,6.65,12.50,1.71,2,2,16973,16712,16983,1,1,1,12718,12320,12621,10223,9862,10124,2475,2437,2477,20,21,20,25,26,25,6.7,4.4,2.07,1.88,8957,59,9159,82,7,196,790,1017,1165,816,58,42
"""516708206002""","""Richmond, VA""",1.00,1364.00,481.00,158.11,34,41,37,16,19,17,18,22,20,6.25,19.02,1.69,2,2,15627,15377,15639,1,1,1,12418,12005,12321,10118,9741,10019,2279,2243,2281,21,22,21,26,27,27,6.6,4.4,3.52,3.04,9997,81,8645,82,3,336,442,887,913,846,68,32
"""516708203002""","""Richmond, VA""",1.00,2431.00,1166.00,532.36,30,37,32,13,16,14,17,20,18,5.66,12.40,1.55,2,2,15710,15371,15680,1,1,1,11609,11234,11509,9300,8973,9204,2291,2242,2287,18,19,19,23,24,23,7.9,4.8,5.80,2.19,9018,41,10863,81,4,278,512,739,865,713,23,77
"""516708206005""","""Richmond, VA""",1.00,1157.00,453.00,271.27,37,45,40,17,22,19,19,24,21,,,1.81,2,2,17343,17016,17334,1,1,1,13360,12941,13263,10812,10439,10715,2529,2482,2528,19,20,20,24,25,25,4.1,4.3,1.79,1.67,8943,87,8112,82,11,161,839,995,843,1142,59,41
"""516708206001""","""Richmond, VA""",1.00,807.00,296.00,182.90,34,42,37,15,19,17,18,22,20,7.11,11.51,1.70,2,2,17124,16756,17080,1,1,1,12662,12304,12569,10145,9840,10058,2497,2444,2491,19,20,20,24,25,25,7.6,4.9,3.82,1.62,10439,57,9889,81,3,378,478,878,853,888,27,73
"""516708205003""","""Richmond, VA""",1.00,552.00,274.00,208.31,38,46,41,18,23,20,20,24,21,6.56,8.63,1.82,2,2,17076,16897,17113,1,1,1,13381,12979,13291,10868,10492,10772,2490,2464,2496,22,23,23,27,28,28,5.7,4.7,2.51,1.32,10950,91,9298,81,3,369,500,1037,934,1382,78,22
"""516708201001""","""Richmond, VA""",1.00,1249.00,604.00,290.11,33,41,36,16,20,17,17,21,19,5.86,12.20,1.60,2,2,15598,15320,15601,1,1,1,11858,11460,11756,9568,9210,9466,2275,2234,2275,15,16,16,19,20,19,7.6,4.3,5.80,2.08,6367,47,9606,82,5,236,643,908,1314,708,47,53
"""516708204003""","""Richmond, VA""",1.00,3605.00,1334.00,739.70,41,51,45,21,26,23,20,25,22,7.80,14.07,1.87,2,2,18883,18654,18909,1,1,1,13942,13548,13851,11168,10807,11073,2754,2720,2758,20,20,20,25,25,25,4.0,4.5,2.57,1.80,9316,82,8888,82,15,124,1120,1184,1177,1195,59,41
"""516708203001""","""Richmond, VA""",1.00,628.00,169.00,186.27,38,47,41,19,24,21,19,23,21,7.00,6.35,1.78,2,2,17012,16712,17001,1,1,1,13145,12762,13054,10648,10307,10557,2481,2437,2479,17,18,17,21,22,22,5.9,4.7,3.52,0.91,8493,92,10051,81,3,492,418,1074,1031,1102,53,47
"""516708205001""","""Richmond, VA""",1.00,891.00,326.00,204.09,43,53,46,24,31,27,18,22,20,6.04,9.65,1.72,2,2,15210,14983,15227,1,1,1,12528,12118,12434,10289,9911,10192,2218,2185,2221,21,22,21,26,27,27,5.9,5.0,3.38,1.60,9890,97,10348,81,2,467,370,1397,1648,961,73,27
"""516708206003""","""Richmond, VA""",1.00,831.00,324.00,343.73,33,41,36,16,19,17,18,21,19,5.86,5.52,1.66,2,2,15108,14869,15126,1,1,1,12142,11711,12038,9915,9517,9807,2203,2168,2206,24,26,25,30,32,31,6.6,4.6,2.61,0.94,9107,69,8675,81,4,311,603,887,876,902,66,34
"""516708207001""","""Richmond, VA""",1.00,2430.00,991.00,491.19,35,43,38,16,20,18,19,23,20,6.81,13.74,1.72,2,2,17414,17139,17415,1,1,1,12849,12464,12753,10291,9945,10194,2540,2499,2540,19,20,19,24,25,24,6.1,4.6,2.78,2.02,9396,64,9643,81,9,152,795,931,1039,892,38,62
"""516708204002""","""Richmond, VA""",1.00,1241.00,554.00,541.58,44,54,48,23,29,26,21,25,22,7.40,7.57,1.92,2,2,18567,18137,18529,1,1,1,14190,13743,14087,11468,11083,11370,2708,2645,2702,14,15,15,18,18,18,3.7,3.6,1.97,1.02,8104,84,8040,83,15,103,1151,1336,1323,1384,79,21
"""516708205002""","""Richmond, VA""",1.00,1489.00,532.00,145.47,40,49,43,21,26,22,19,23,21,7.14,26.12,1.77,2,2,17243,16940,17225,1,1,1,13129,12770,13044,10595,10279,10512,2515,2470,2512,20,21,20,24,26,25,7.2,5.0,3.91,3.66,10532,80,10372,81,2,612,332,1172,1326,1020,57,43
"""511639303002""",,1.00,1488.00,658.00,9227.39,65,78,57,38,47,33,27,31,24,9.25,0.66,1.92,2,2,22407,21914,23361,0,0,0,14757,13678,15323,11482,10474,11908,3268,3197,3407,8,8,8,9,9,10,1.8,2.5,0.22,0.07,2345,66,2431,84,142,24,2581,1717,2026,950,74,26
"""511639304002""",,1.00,1360.00,539.00,1664.54,45,54,40,19,24,16,26,30,24,7.81,2.53,1.90,2,2,19967,19277,20941,0,0,0,14309,13229,14865,11392,10411,11806,2912,2812,3054,5,5,5,6,7,7,3.7,1.0,1.83,0.32,2083,76,2441,86,22,55,1625,862,884,814,72,28
"""511639304001""",,1.00,892.00,390.00,22485.18,57,69,51,27,34,24,30,35,27,10.63,0.18,2.10,2,2,25909,25661,26824,1,0,1,16339,15177,16975,12550,11424,13053,3778,3743,3912,10,10,11,13,13,14,0.8,0.8,0.21,0.02,2090,80,1946,87,208,12,3615,1236,1349,797,82,18
"""511639301005""",,1.00,1565.00,628.00,8860.17,53,64,47,27,34,24,26,30,23,8.06,0.57,1.85,2,2,20076,19508,21056,0,0,0,14005,12916,14580,11070,10063,11502,2928,2846,3071,7,7,7,8,8,9,4.0,1.4,0.61,0.07,2109,46,2161,86,70,25,1866,1251,1518,746,72,28
"""511639303003""",,1.00,1604.00,660.00,57529.31,55,66,48,24,30,21,31,36,27,11.16,0.13,2.14,2,2,26529,25944,27591,0,0,0,16670,15511,17277,12795,11720,13247,3869,3785,4024,6,6,7,8,7,8,0.5,0.9,0.09,0.01,2050,84,2134,86,246,10,3490,1092,1373,342,80,20
"""511639301001""",,1.00,1378.00,496.00,36382.95,57,69,50,25,31,22,32,38,29,12.55,0.17,2.25,2,2,28277,27736,29259,0,0,0,17608,16527,18115,13478,12476,13841,4124,4046,4267,6,6,6,7,7,8,0.6,1.2,0.14,0.01,1964,83,1662,86,238,8,3305,1130,1170,841,89,11
"""511639301004""",,1.00,911.00,395.00,12043.08,55,66,48,25,31,21,30,35,27,10.41,0.34,2.14,2,2,25048,24474,26054,0,0,0,16431,15306,17002,12772,11730,13196,3653,3570,3800,6,6,7,7,7,8,1.2,1.4,0.07,0.03,1948,85,1777,86,119,23,2609,1117,1197,672,85,15
"""511639301003""",,1.00,1691.00,670.00,3019.88,47,57,42,23,29,20,24,27,21,7.90,1.75,1.70,2,2,18999,18689,19734,0,0,0,12968,12005,13447,10188,9269,10560,2771,2726,2878,9,10,9,12,12,12,4.7,2.7,4.82,0.22,2536,55,3614,84,31,63,1166,1060,1273,916,42,58
"""511639302001""",,1.00,1631.00,731.00,66483.67,55,66,49,25,31,22,30,35,27,9.96,0.11,2.10,2,2,25162,24583,26237,0,0,0,16265,15071,16919,12589,11479,13086,3669,3586,3826,6,6,7,8,8,8,0.6,1.0,0.10,0.01,2104,89,1674,86,175,9,3034,1136,1337,631,82,18
"""511639301006""",,1.00,827.00,325.00,9881.79,62,74,55,29,37,26,32,38,29,12.04,0.40,2.27,2,2,27588,27083,28615,0,0,0,17593,16415,18205,13563,12458,14026,4023,3951,4173,6,6,7,8,7,8,0.3,1.0,0.13,0.03,1818,93,1805,86,220,22,3238,1340,1419,,96,4
"""511639301002""",,1.00,1218.00,610.00,12083.33,57,69,50,29,36,25,28,32,25,8.97,0.45,1.97,2,2,22913,22814,23615,1,1,1,15142,14083,15688,11789,10744,12233,3342,3328,3444,11,11,11,14,14,14,3.0,2.0,0.51,0.05,2416,63,2619,85,62,30,2030,1320,1614,,84,16
"""511639303004""",,1.00,1064.00,464.00,16983.80,50,60,44,21,26,18,29,34,27,9.80,0.27,2.08,2,2,24783,24154,25842,0,0,0,16089,14945,16686,12469,11416,12912,3614,3524,3769,6,6,6,7,7,8,1.0,1.0,0.10,0.03,1975,85,1892,86,143,20,2960,936,1049,661,76,24
"""511639304004""",,1.00,1123.00,385.00,18488.38,50,60,45,20,25,17,30,35,27,10.99,0.23,2.15,2,2,25060,24539,26075,0,0,0,16546,15377,17160,12885,11791,13350,3655,3580,3803,7,6,7,8,8,9,1.4,1.0,1.34,0.02,1908,74,2175,86,150,12,2726,904,992,,93,7
"""511639304003""",,1.00,719.00,325.00,10313.11,47,56,41,16,20,14,31,36,27,10.36,0.33,2.17,2,2,25471,24879,26480,0,0,0,16706,15573,17276,12985,11938,13408,3715,3629,3862,6,6,6,7,7,8,1.3,1.1,0.10,0.03,1873,85,1863,86,112,22,2715,733,885,,87,13
"""511639303001""",,1.00,1812.00,586.00,11421.65,58,70,52,28,35,24,30,35,27,11.77,0.60,2.13,2,2,25829,25701,26624,1,1,1,16520,15373,17141,12743,11613,13247,3767,3749,3883,11,10,11,13,13,14,0.8,1.2,0.09,0.05,2359,93,2297,86,131,24,2244,1274,1314,1056,86,14
"""511639303005""",,1.00,730.00,395.00,21283.63,69,83,61,40,50,34,29,34,26,8.69,0.16,2.08,2,2,23296,22837,24403,0,0,0,15876,14633,16602,12472,11294,13036,3397,3332,3559,7,7,8,9,9,10,0.4,1.3,0.11,0.02,1789,92,1674,86,199,15,2871,1803,1946,937,90,10
"""510650201023""","""Charlottesville, VA""",1.00,3059.00,1115.00,1042.16,52,64,59,29,37,34,23,27,25,10.03,10.73,2.10,2,2,22859,22733,23288,1,1,1,16545,15557,15951,13205,12237,12550,3335,3315,3396,5,5,5,1,1,1,2.7,2.5,1.34,1.07,5078,100,3283,84,18,68,1195,1782,1806,1497,93,7
"""510270104001""",,1.00,1031.00,451.00,14709.97,71,87,40,27,34,14,43,52,26,10.68,0.33,1.77,2,2,25940,25945,26632,0,0,0,13853,13348,16098,10069,9563,12214,3784,3785,3884,0,0,0,3,3,3,3.3,0.6,0.51,0.03,1776,38,1393,87,165,14,3038,732,738,721,73,27
"""510270106004""",,1.00,847.00,281.00,13958.68,78,95,44,39,49,20,39,46,24,,,1.73,2,2,19152,18218,21833,0,0,0,12607,11877,15394,9813,9219,12210,2794,2658,3184,0,0,0,2,2,2,1.7,0.6,0.47,0.02,1688,79,1564,87,96,24,2689,1038,1125,808,75,25
"""510270107001""",,1.00,945.00,387.00,13644.33,76,92,43,35,43,18,41,49,25,9.34,0.27,1.73,2,2,22624,22420,23860,0,0,0,13134,12408,15999,9833,9137,12519,3300,3271,3480,0,0,0,4,4,4,1.4,0.6,0.12,0.03,1776,71,1410,87,175,17,3454,923,1010,607,84,16
"""510270101001""",,1.00,1948.00,718.00,21017.18,92,113,51,48,60,24,44,54,26,12.36,0.42,1.80,2,2,27481,28035,27193,0,0,0,14209,13702,16560,10200,9612,12594,4009,4090,3966,0,0,0,3,3,3,2.3,0.8,0.18,0.03,2033,55,1331,86,159,12,2826,1272,1414,558,86,14
"""510270106002""",,1.00,1212.00,363.00,12411.93,47,55,28,10,13,5,37,43,23,6.70,0.20,1.59,1,2,18014,17448,19851,0,0,0,11669,10985,14287,9041,8439,11392,2628,2545,2895,0,0,0,3,3,3,3.6,0.7,0.53,0.03,1735,55,2145,87,61,22,2365,267,,625,72,28
"""510270103001""",,1.00,1524.00,529.00,10859.54,77,95,43,32,40,16,46,55,27,11.47,0.56,1.91,2,2,26041,25958,26874,0,0,0,14637,14098,17051,10838,10311,13132,3799,3787,3919,0,0,0,3,3,3,2.0,0.5,0.19,0.05,1914,79,1810,87,73,22,2022,843,871,682,88,12
"""510270101004""",,1.00,734.00,228.00,5511.84,78,95,44,38,48,19,40,47,24,8.98,0.37,1.67,2,2,21458,21474,22128,0,0,0,12629,11990,15222,9499,8857,11995,3130,3133,3227,0,0,0,3,3,3,3.0,0.7,0.62,0.04,1646,66,1945,87,53,23,2148,1015,1034,938,86,14
"""510270105002""",,1.00,490.00,201.00,22195.59,71,86,41,31,39,16,40,47,25,8.27,0.07,1.75,2,2,20341,19444,22972,0,0,0,12873,12142,15674,9906,9305,12324,2967,2837,3350,0,0,0,2,2,2,1.6,0.7,0.11,0.01,1552,69,1711,87,160,16,3859,826,956,519,77,23
"""510270101003""",,1.00,626.00,268.00,9579.05,73,89,42,30,37,15,43,51,27,8.05,0.23,1.87,2,2,21919,21193,24195,0,0,0,13833,13084,16766,10636,9992,13237,3198,3092,3528,0,0,0,3,3,3,1.7,0.7,0.25,0.03,1659,64,1416,87,181,11,3463,797,797,,100,0
"""510270102001""",,1.00,970.00,352.00,15841.22,92,113,51,48,60,24,44,53,26,,,1.80,2,2,26969,27540,26707,0,0,0,14129,13586,16598,10194,9568,12703,3934,4018,3895,0,0,0,3,3,3,2.1,0.7,0.15,0.02,1720,59,1419,87,154,14,3680,1280,1533,,90,10
"""510270102004""",,1.00,617.00,270.00,7013.77,67,80,38,27,34,14,40,47,25,7.39,0.28,1.75,2,2,19275,18530,21560,0,0,0,12729,11980,15586,9917,9277,12442,2812,2703,3144,0,0,0,3,3,3,3.4,0.6,0.13,0.04,1700,44,1374,87,119,17,3240,714,762,,95,5
"""510270107002""",,1.00,955.00,391.00,11696.74,66,79,38,25,31,12,41,49,25,9.61,0.32,1.73,2,2,22851,22544,24222,0,0,0,13128,12455,15808,9794,9166,12276,3333,3289,3532,0,0,0,4,4,4,1.8,0.7,0.12,0.03,1766,70,1442,87,131,16,2791,655,665,625,76,24
"""511690306002""","""Kingsport-Bristol, TN-VA""",1.00,1495.00,613.00,3539.87,52,64,40,21,27,15,31,37,24,8.54,1.48,1.89,2,2,20586,19842,22285,0,0,0,13713,13209,15355,10703,10307,12097,3003,2895,3250,7,7,8,9,9,9,3.1,1.6,0.67,0.17,3763,72,3212,85,36,57,1631,799,904,575,71,29
"""511690301001""","""Kingsport-Bristol, TN-VA""",1.00,784.00,394.00,3348.41,44,54,34,18,23,13,26,31,21,5.36,0.63,1.64,2,2,16412,15742,18049,0,0,0,11729,11174,13360,9329,8870,10722,2394,2296,2632,7,7,7,8,9,8,4.2,1.8,1.38,0.12,2828,65,2915,85,24,53,1282,683,900,419,61,39
"""511690304003""","""Kingsport-Bristol, TN-VA""",1.00,977.00,433.00,18012.78,56,69,43,23,29,16,33,40,27,9.98,0.24,2.02,2,2,24216,23645,25964,0,0,0,14996,14436,16826,11457,10980,13032,3533,3449,3786,7,7,8,8,8,9,2.0,0.9,0.19,0.02,2006,56,1551,86,186,15,3606,853,884,676,92,8
"""511690306001""","""Kingsport-Bristol, TN-VA""",1.00,848.00,322.00,4137.28,55,68,42,20,25,15,35,42,28,11.05,0.86,2.11,2,2,24951,24355,26564,0,0,0,15642,15175,17356,11995,11615,13474,3640,3553,3874,7,7,8,9,8,10,1.0,1.7,0.11,0.08,3244,85,2657,85,129,25,3115,760,880,,88,12
"""511690303001""","""Kingsport-Bristol, TN-VA""",1.00,1138.00,554.00,32873.33,55,67,42,23,29,16,32,39,26,9.03,0.15,1.95,2,2,22935,22287,24811,0,0,0,14447,13839,16343,11094,10581,12718,3346,3251,3618,6,6,7,8,8,9,1.5,0.7,0.15,0.02,2093,69,1556,87,164,14,2991,859,945,644,81,19
"""511690305003""","""Kingsport-Bristol, TN-VA""",1.00,1241.00,505.00,29284.86,62,76,47,28,35,20,33,40,27,10.38,0.18,2.01,2,2,24581,24021,26280,0,0,0,15001,14460,16805,11408,10948,12964,3586,3504,3833,7,7,8,9,9,10,1.0,1.5,0.10,0.02,2623,74,2154,86,215,11,3763,1054,1177,562,85,15
"""511690302001""","""Kingsport-Bristol, TN-VA""",1.00,1512.00,417.00,7757.08,30,35,24,2,3,2,27,32,22,6.57,0.35,1.71,2,2,17589,16957,19446,0,0,0,12269,11628,14107,9698,9148,11265,2566,2474,2836,6,6,6,7,8,8,3.1,0.6,1.96,0.05,1965,49,2662,87,112,24,2677,89,,219,65,35
"""511690302004""","""Kingsport-Bristol, TN-VA""",1.00,395.00,226.00,10894.34,42,51,33,11,14,8,31,37,25,7.72,0.16,1.92,2,2,21088,20556,22806,0,0,0,14001,13380,15920,10917,10374,12585,3076,2999,3326,8,8,8,9,9,11,2.0,1.1,0.07,0.02,2286,65,1906,86,124,16,2788,415,486,,90,10
"""511690305002""","""Kingsport-Bristol, TN-VA""",1.00,1200.00,559.00,15383.32,50,61,39,19,24,14,31,37,25,8.42,0.31,1.89,2,2,21188,20622,22920,0,0,0,13829,13222,15705,10730,10206,12354,3091,3008,3343,8,8,8,10,10,10,1.6,1.4,0.32,0.04,2612,73,2040,86,124,16,2806,718,770,555,82,18
"""511690301002""","""Kingsport-Bristol, TN-VA""",1.00,1421.00,492.00,4453.81,62,76,47,27,34,19,35,43,28,11.31,1.25,2.14,2,2,24668,24016,26312,0,0,0,15744,15297,17426,12139,11788,13582,3599,3503,3837,6,6,7,8,7,9,1.3,1.6,0.63,0.11,2712,94,2849,85,78,38,1862,1009,1075,619,89,11
"""511690304002""","""Kingsport-Bristol, TN-VA""",1.00,1809.00,690.00,29957.72,57,70,44,23,29,17,34,41,27,10.75,0.25,2.04,2,2,24711,24036,26526,0,0,0,15210,14682,16991,11599,11169,13116,3605,3506,3868,6,6,7,8,7,8,1.3,0.9,0.24,0.02,2324,76,1659,86,155,14,3505,875,946,595,82,18
"""511690306004""","""Kingsport-Bristol, TN-VA""",1.00,1072.00,342.00,2556.90,51,63,39,21,26,15,30,37,24,9.25,1.24,1.88,2,2,20626,19967,22209,0,0,0,13680,13205,15271,10664,10285,12024,3009,2913,3239,7,7,8,9,9,10,2.6,2.7,1.31,0.13,3328,79,3352,84,40,42,1875,774,791,744,72,28
"""511690302002""","""Kingsport-Bristol, TN-VA""",1.00,1439.00,452.00,28795.68,55,67,42,22,27,15,33,40,27,10.19,0.16,2.03,2,2,23425,22808,25242,0,0,0,14968,14377,16869,11544,11043,13181,3417,3327,3681,6,6,7,8,8,9,1.8,0.6,0.07,0.02,1963,67,1892,87,140,20,2808,806,904,,92,8
"""511690303003""","""Kingsport-Bristol, TN-VA""",1.00,702.00,277.00,14823.30,51,62,39,20,25,14,31,37,25,8.74,0.16,1.87,2,2,21408,20777,23221,0,0,0,13765,13179,15567,10636,10142,12174,3123,3031,3386,6,6,7,8,8,8,2.7,0.9,0.68,0.02,1823,52,1580,86,127,12,2754,745,850,503,79,21
"""511690303002""","""Kingsport-Bristol, TN-VA""",1.00,1050.00,487.00,51584.25,60,74,46,26,32,19,34,41,28,9.97,0.09,2.07,2,2,24762,24139,26628,0,0,0,15369,14762,17321,11750,11235,13431,3612,3521,3883,6,6,7,8,8,9,1.3,0.4,0.08,0.01,2031,69,1576,87,199,9,3180,970,1147,,92,8
"""511690304001""","""Kingsport-Bristol, TN-VA""",1.00,1087.00,441.00,25128.28,62,77,47,28,35,20,35,42,27,10.64,0.19,2.09,2,2,25050,24416,26773,0,0,0,15516,15021,17256,11855,11453,13344,3654,3562,3904,6,6,7,8,7,9,1.6,1.1,0.05,0.02,2218,73,1775,86,134,11,3129,1037,1131,532,89,11
"""511690302003""","""Kingsport-Bristol, TN-VA""",1.00,975.00,375.00,24544.40,51,63,40,16,20,12,35,43,28,11.20,0.17,2.11,2,2,25781,25101,27592,0,0,0,15765,15275,17509,11999,11608,13478,3761,3662,4024,6,5,6,7,6,8,1.2,0.8,0.08,0.02,2000,77,1618,87,165,14,3553,610,762,,85,15
"""511690306003""","""Kingsport-Bristol, TN-VA""",1.00,691.00,325.00,3456.39,51,62,39,23,28,16,28,33,23,6.98,0.66,1.76,2,2,17941,17494,19363,1,1,1,12592,12022,14331,9963,9458,11495,2617,2552,2824,12,12,12,14,15,15,3.6,2.7,0.51,0.09,4179,54,3788,84,56,38,2083,849,864,759,88,12
"""511690305001""","""Kingsport-Bristol, TN-VA""",1.00,962.00,440.00,27852.58,62,76,48,30,38,22,32,39,26,8.88,0.14,1.97,2,2,22353,21831,24037,0,0,0,14439,13847,16318,11170,10655,12804,3261,3185,3505,8,8,9,10,9,11,1.9,1.3,0.19,0.02,2312,65,1868,86,133,12,3336,1134,1247,,93,7
"""511690301003""","""Kingsport-Bristol, TN-VA""",1.00,1104.00,429.00,4481.04,49,60,38,18,22,13,32,38,25,9.46,0.91,1.94,2,2,21799,21122,23511,0,0,0,14199,13667,15938,11013,10579,12503,3180,3081,3429,7,7,7,8,8,9,1.7,1.7,1.22,0.10,2836,86,2604,85,68,38,1568,665,769,441,77,23
"""518200035004""","""Staunton, VA""",1.00,1397.00,526.00,879.36,48,58,44,26,32,24,22,26,21,7.62,4.56,1.67,2,2,17857,17464,18643,1,1,1,12613,11676,13055,10007,9127,10335,2604,2548,2719,1,2,2,10,11,10,6.3,3.5,3.28,0.60,6341,37,6970,83,29,86,1234,1237,1696,811,48,52
"""518200032003""","""Staunton, VA""",1.00,666.00,357.00,194.18,40,48,37,18,23,17,22,25,20,,,1.67,2,2,15978,15707,16679,1,1,1,12310,11401,12784,9979,9109,10351,2330,2291,2432,1,1,1,7,7,7,6.1,4.6,3.39,1.84,7707,76,8365,81,5,224,704,872,896,836,64,36
"""518200032002""","""Staunton, VA""",1.00,2306.00,744.00,487.19,46,55,42,23,29,21,22,26,21,7.17,10.95,1.70,2,2,16859,16528,17618,1,1,1,12623,11694,13097,10164,9282,10527,2459,2411,2569,1,1,1,5,6,6,5.6,3.6,3.28,1.53,5761,70,6105,83,9,136,816,1116,1130,1098,57,43
