"MLS #","Cat","Status","Address","Zip Code","County","Structure Type","Total Finished SQFT","Beds","Bathrooms Full","Bathrooms Half","On Market Date","Close Date","List Price","Close Price","DOM","CDOM","Sale Type","Close Sale Type","Buyer Financing","Lot Size Acres","Year Built","New Construction YN","Year Major Reno/Remodel","Property Condition","Subdivision/Neighborhood","Legal Subdivision"
"VAST220772","RES","CLS","12 Wallace Farms Ln","22406","Stafford, VA","Detached","4,297","5","3","1","06/01/2020","06/11/20","$599,900.00","$599,900","32","123","Standard","Standard Sale","FHA","3.62","1991","No","2020","Very Good","WALLACE FARMS","WALLACE FARMS"
"VAST220450","RES","CLS","101 Kellogg Mill Rd","22406","Stafford, VA","Detached","1,500","3","2","0","04/14/2020","05/20/20","$309,000.00","$310,000","5","5","Standard","Standard Sale","USDA","3.05","1994","No","","Very Good","BRYANT ESTATES",""
"VAST220800","RES","CLS","1205 Paul Ln","22406","Stafford, VA","Detached","1,212","3","2","1","","04/06/20","$245,000.00","$245,000","0","0","Standard","Standard Sale","Cash","0.74","1965","No","","","NORA PARK","NORA PARK"
"VAST220798","RES","CLS","38 Short Branch Rd","22556","Stafford, VA","Interior Row/Townhouse","2,512","3","3","1","06/04/2020","06/12/20","$360,000.00","$350,000","10","10","Standard","Standard Sale","Conventional","0.06","2008","No","","","WOODSTREAM","WOODSTREAM"
"VAST220710","RES","CLS","138 Rocky Run Rd","22406","Stafford, VA","Detached","1,727","4","2","1","06/01/2020","07/10/20","$279,900.00","$280,000","53","53","Standard","Standard Sale","FHA","1.00","1964","No","","","NONE AVAILABLE",""
"VAST220796","RES","CLS","65 Royal Hills Dr","22406","Stafford, VA","Detached","3,805","5","4","1","06/26/2020","06/30/20","$468,000.00","$464,500","44","44","Standard","Standard Sale","VA","3.06","2005","No","","","ROYAL HILLS ESTATES","ROYAL HILLS ESTATES"
"VAST220756","RES","CLS","7 Kimberly Dr","22554","Stafford, VA","Detached","2,953","4","2","1","04/10/2020","06/01/20","$389,000.00","$389,000","1","1","Standard","Standard Sale","Conventional","0.18","1998","No","","Very Good, Good","PARK RIDGE","PARK RIDGE"
"VAST220766","RES","CLS","15 Lotus Ln","22554","Stafford, VA","Detached","3,154","5","3","1","06/21/2020","07/15/20","$444,999.00","$452,000","73","73","Standard","Standard Sale","VA","0.24","2000","No","","Very Good","AUTUMN RIDGE","AUTUMN RIDGE"
"VAST220110","RES","CLS","46 Wiltshire Dr","22554","Stafford, VA","Detached","3,320","4","3","1","04/30/2020","05/29/20","$439,900.00","$428,000","9","9","Standard","Standard Sale","Conventional","0.18","2006","No","","Very Good","WILLOW PARK","WILLOW PARK"
"VAST220782","RES","CLS","67 Cherry Laurel Dr","22405","Stafford, VA","Detached","2,019","4","3","","04/24/2020","05/19/20","$320,000.00","$310,000","15","15","Standard","Standard Sale","Conventional","0.33","2003","No","2020","Very Good","HICKORY RIDGE","HICKORY RIDGE"
