"MLS #","Cat","Status","Address","Zip Code","County","Structure Type","Total Finished SQFT","Beds","Bathrooms Full","Bathrooms Half","On Market Date","Close Date","List Price","Close Price","DOM","CDOM","Sale Type","Close Sale Type","Buyer Financing","Lot Size Acres","Year Built","New Construction YN","Year Major Reno/Remodel","Property Condition","Subdivision/Neighborhood","Legal Subdivision"
"VASP219236","RES","CLS","9708 Dominion Forest Cir","22408","Spotsylvania, VA","Interior Row/Townhouse","2,320","3","2","","03/07/2020","03/13/20","$244,700.00","$244,700","4","4","Standard","Standard Sale","VA","0.10","1994","No","","","DOMINION FOREST","DOMINION FOREST AT LEES"
"VASP219284","RES","CLS","4621 Alliance Way","22408","Spotsylvania, VA","End of Row/Townhouse","2,520","3","2","1","02/29/2020","03/06/20","$282,750.00","$282,750","4","4","Standard","Standard Sale","Conventional","0.08","2012","No","","Very Good","LAFAYETTE CROSSING","LAFAYETTE CROSSING"
"VASP219286","RES","CLS","9600 Treemont Ln","22553","Spotsylvania, VA","Detached","4,101","6","4","0","02/26/2020","03/31/20","$459,000.00","$459,000","7","7","Standard","Standard Sale","Conventional","0.92","1991","No","","Very Good","SAGUN'S LANDING","SAGUNS LANDING"
"VASP219268","RES","CLS","15 Saint Patrick St","22407","Spotsylvania, VA","Detached","1,864","4","2","1","02/27/2020","03/02/20","$309,900.00","$310,000","5","5","Standard","Standard Sale","VA","0.42","1978","No","2020","","CHANCELLOR GREEN","CHANCELLOR GREEN"
"VASP219256","RES","CLS","11315 North Club Dr","22408","Spotsylvania, VA","Detached","7,091","3","4","2","10/18/2020","10/29/20","$850,000.00","$675,000","193","193","Standard","Standard Sale","Conventional","4.19","1986","No","","Good","NORTH CLUB","NORTH CLUB"
"VASP219278","RES","CLS","6307 Prospect St","22407","Spotsylvania, VA","Detached","2,097","4","2","1","03/07/2020","03/26/20","$324,900.00","$329,900","3","3","Standard","Standard Sale","VA","0.30","2000","No","","","FOX POINT","FOX POINT"
"VASP219270","RES","CLS","10900 Maranda Ct","22407","Spotsylvania, VA","Detached","2,039","4","2","1","03/12/2020","03/31/20","$305,000.00","$301,500","13","39","Standard","Standard Sale","Conventional","0.19","2004","No","","Below Average, Major Rehab Needed","HAWTHORNE WOODS","HAWTHORNE WOODS"
"VASP219262","RES","CLS","11705 Wilderness Park Dr","22551","Spotsylvania, VA","Detached","2,557","4","3","1","05/08/2020","05/11/20","$340,000.00","$340,000","50","50","Standard","Standard Sale","VA","0.92","2006","No","","Very Good","LAKE WILDERNESS","LAKE WILDERNESS"
"VASP219258","RES","CLS","9411 Timberlake Rd","22408","Spotsylvania, VA","Detached","1,457","3","2","","03/18/2020","04/08/20","$299,900.00","$250,000","18","18","Standard","Standard Sale","VA","0.26","2000","No","","Very Good","TIMBERLAKE","TIMBERLAKE"
"VASP219144","RES","CLS","9806 Ramsay Dr","22408","Spotsylvania, VA","Detached","2,511","5","2","1","03/07/2020","03/25/20","$359,900.00","$349,000","11","11","Standard","Standard Sale","FHA","0.36","1994","No","","Very Good","OAKMONT VILLAGE","OAKMONT VILLAGE AT LEES"
